Comment,Sentiment
Ab Dhruv rathee aayega video leke pura deatails ke sath❤,Positive
The CISF lady shouted after incident that Kangana alleged some women were protesting for money and one of the women sitting at protest was CISF lady mother.  The news anchor knows it but not telling it. NDTV is owned by Adani.  Watch this news channel carefully.,Negative
Aaj tak MP bante he aisa swagat kisi ka nahi hua hoga 😂,Negative
Very good very very nice slap Kangana Ranaut,Positive
Khalistaniyo ko army officer bnao ge toh ye hee hoga 😂😂,Negative
"CISF : why would I serve the country, when my own country men disrespect my mother.",Negative
"WE ARE WITH The girl who slapped *KANGANA* she well deserved it .. 👏🏻👏🏻
    And she is saying our PUNJAB is becoming Terrible n Unsafe  
*So let me tell you I’m from JALANDHAR n Punjab is the safest State* nothing is happening like that whatever she has mentioned in her so called LIVE Terrorist and all 
It’s all BULLSHIT 
*SHE GOT WHAT SHE SOWED* 🖕🏻",Negative
Mja aagya yaar jitni nafrat is kangna se hai utni gandgi se nhi kyuki kangna uss gandgi se bhi gandi hai 😂,Positive
Amrinder pal ko jitane vaale kya hain?,Negative
"Proud of KULWINDER Sherni, we all stand with KULWINDER",Positive
👍👍👍👍,Positive
Dharam ko istemal karke logon ko bewakuf banake vote lene walo ka ehi hal hona tha.,Negative
😂😂,Neutral
Great job Maidam bahut achha kam kiya,Positive
Enjoy the politics and the happy news ancors,Positive
CISF lady should be removed immediately for this inappropriate action. Your work and personal views don’t align in this scenario and very harmful to all cisf jawans.,Negative
good job by cisf.,Positive
Jay jawan Jay kisan😅,Positive
ராயல் சல்யூட் ஆர்மி அக்கா,Neutral
Satisfaction level ♾️,Positive
lovely,Positive
Very Proud Moment!,Positive
What about that black dress,Neutral
"Kangana has incited hate against Punjabis and Sikhs before but she never had any case filed against her because she is pro BJP. When the law is not upheld, people take law in their own hands. If anyone is to blame, it is our kegal system and politics",Negative
😂😂😂👏👏👏👏,Positive
if she dosnt misbehave to the security who will slap her. she was mistreating the security so the security did her duty very well.,Negative
Congratulations 👏,Positive
Whole country is Proud of CISF,Positive
Proud of CISF,Positive
इन प्रशासन वालो का गुंडाराज चल रहा है,Negative
👏👏👏,Positive
😂😂😂,Neutral
ये अगर कंगना रनौत पर हाथ उठा सकते है तो आम आदमी मे दहशत का भी माहौल बन चुका है इसी लिए cisf की लेडी पर कानूनी कार्रवाई होनी चाहिए,Negative
Bahut raita faila diya re 😅,Negative
😂😂😂😂😂,Neutral
"Well done, CSIF girl❤",Positive
Starting me Jo admi us bechari ladki ko mar raha hai uska kya,Negative
Good job CISF lioness!,Positive
"Really disappointed... 






Where is the video of slapping her? 😂😂😂",Negative
Good job CISF,Positive
Black girl KO wo rad cap wala Mara...wo sab ignore Kyu kr rhe,Negative
Please show the women slapping kangana! I cant see that.,Negative
Kangana Ranaut should be suspended from the post of MP. Cisf ne deshbhakti ke liye thapad mara,Negative
Sahi Kiya 😂,Positive
Well done CISF ❤️❤️,Positive
"We see murder ,rape and much more of women in everyday news. It is common and everywhere in india. Not a big issue",Negative
"Manipur par news ne kabhi kux nhi dikhaya, or ek thapad kya Mar diya mam ne, us ko itni badi news bana diya wah re, ye godi media",Negative
Fir b ldenge,Negative
Wo sab to theek hain magar wo topic Wale ne wo suit wali ladki ko kyu mara 🤔🤔🤔,Negative
उस cisf लेडी पर कानूनी कार्रवाई होनी चाहिए,Negative
O.53😊,Positive
Starting me Jo admi us bechari ladki ko mar raha hai uska kya,Negative
Superb 😂😂😂,Positive
Gandu ladki tnne kya lgge haryanvi bahott kttar.....sabse kttar jammu kashmiri,Positive
Salute to CISF brave lady.,Positive
Slap to topi wala bhi ek lady ko kar raha hai😊,Positive
"Kulvinder mam, a great lady who have give reward to # Mandi ki ran.. Di😂",Positive
Very Good 😂😂,Positive
Rightly served,Positive
"Sharad pawar , kangana,  kejriwal , swati maliwal MPs CMs ... who is safe in India  ?? PM has been counting the number of insults he has received .",Negative
"Well done mam, I salute u ❤❤",Positive
"CISF❤❤
Ofcourse this bullshit govt is going to be against her, But she is legit ❤",Negative
Support to the CISF OFFICER,Positive
Good guard,Positive
Good cisf,Positive
"That soldier well done, ❤❤❤❤",Positive
I Really appreciate & Congrats & support the CISF brave woman for the great work for nation,Positive
Famous hone ki liye is cisf ne ye kiya hai,Positive
kishaano ki mehnat or khun pasine ki kamai khakar usi thali me ched karne wali kangana ko yaad rhe azadi 2014 me nhi 1947 me mili thi,Negative
"Kangana ko Koi normal public maarti wo alg hai, lekin security force..? Fir se buldozer justice ko clearance de rahe hai log",Negative
Happy that someone from Punjab dared to protect the dignity of the Punjabis. Respect Officer 🌹🙏🏿,Positive
"She deserves….salute brave soldier 
Uneducated fool disrespect our soldiers",Negative
Iski to job gyi zindgi barbad,Negative
Bhut badhiya 😂,Positive
Brave girl officer salute,Positive
Hats off CISF woman gaurd,Positive
Loved it,Positive
Salute that CISF women soilder,Positive
Someone congratulated  Kangna didi.,Positive
"Securty person is responsible for security of all personnel who entered in airport in.A common man or a special man ,both are equal as passenger.Thousand are traveling by air daily.Why happened only with Kangna.Kangna ek bigdi hui aulad hai.Salute to security person Kaur.",Positive
Who ever got satisfaction by this news Hit the like button and break it 🤣🤣🤣,Positive
CISF :🗿,Negative
Khalistani terrorits Amritpal wins in punjab from jail - Khalistani dck scukers love it,Negative
I never knew CISF has started recruiting Khalistani terrorists ?,Negative
Why is that other person hitting the lady next to kangana @ 0:12,Negative
🫡 to this sister 👏 👌👍👍 kangana doesn’t know anything about constitution and people made her MP 😂😂,Positive
Aaj yeh wapas drugs legi😂😂😂😂😂,Neutral
"Imagine someone hitting rahul gandhi, all l0sers would be wishing death on that person and now they dont feel like democracy is in danger..🤡🤡",Negative
Jealousy of a woman against another woman who is way more attractive is nothing new.😂,Negative
Kangana Ranaut has also right to freedom of speech but there is no right to freedom of violence,Negative
Very good sister,Positive
"Iska ulta hota toh aaj Sare Kangana ke upar toot pade hote !
B ha d V eee",Negative
Dekh Liya serni kaisi Hoti h ye h hamare maa bap pr tipni dene wali langadi ranawat film me bani hogi tum jhasi ye hota h tuphan kab aa jaye pata v nhi chalta,Negative
Well done cisf sister ... 💪🫡🙌,Positive
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👌🏻👌🏻👌🏻,Positive
"कैसे मारा,ये वाला विडियो भेजो मीडिया वालो 😂😂😂😂😂",Negative
😂😂😂😂😂😂👍,Positive
"Fudu lodi kulvinder
Bad time starts now
Be ready for bad time now",Negative
Kya bezati kari maza aa gya in zehar ugalne walon ko esa hi karna chahiye 😂😂😂,Negative
Th ik sa Marti to marjate kangana ranaut..  sirf nakhun mara sharni nae,Negative
😅 very good,Positive
Sahi kiya 👏👏🙌🙌,Positive
How people are justifying this act. That lady is there to protect people not to show power. Political ideologies may differ but misuse of uniform is totally unacceptable,Negative
Salute to cisf lady,Positive
People are slapping modi. Where he will go and make a complaint?,Negative
Brave CISF,Positive
"Amazing how many coward  condone Kangna getting slapped, it's called assault, and the coward Khalistani lady needs to be arrested.",Negative
How is that cap man he also beating that black dress women,Negative
Does anyone noticed the man wearing himachali hat also hit the lady in black shirt,Negative
Acts like her boss leaders now that she's an MP... gets slapped into reality lol,Negative
Inko Bishnoi chaiye,Negative
Very good medam,Positive
Political life ka accha suruwat huan,Negative
Tapper tu toppi vala mar raha hai hus par ki news lao,Negative
"Disappointing to see that cisf jawan is being physically abusive for Kangana's bad comment during protests. If someone will say something that I dont like, then I have the liberty to hit back ? I am not a Kangana fan and not interested in movies really but people in the comments section justifying is appalling, what if you were in her place and you said something that the jawan in question did not like and hit you back and that too many months later.",Negative
Brave sardarni,Positive
Congratulations brave lady 👏👏,Positive
😂😂good treatment,Positive
Respect for constable ❤,Positive
Shapat Grahan To Delhi me tha But Punjab me ho gya,Neutral
Good job CISF,Positive
pattttt seee hittt shotttt😂😂😂shi mein dil ka sapna puraa h gyaaa aj,Positive
"Am sad because she missed modi and smriti irani.
Next time baby😢",Negative
What you sow so you will reap,Positive
Jay jawan Jay kishan,Positive
People are upset 😢,Negative
She deserve thapad 😂😂😂😂,Positive
Got independence now 👋👋..,Positive
"किसान की लड़की है❌
खालिस्तान की चोदी है ✅
उड़ता तीर लेली  रांड सा ली
अपने को जवान बोलते है 
एजेंट निकली 🔵⭐",Negative
😂😂😂,Neutral
Is anybody focusing on that man who is heating that black hoodie girl is that correct,Negative
Welldone .perfect gift,Positive
Wow amazing,Positive
🤣🤣🤣🤣🤣,Neutral
Bht vdia sister nu... Bhenchod hai modi bakat ek lady te v mar reha k tere kilo bcha nj oyia deshdrohi kangna nu vaise vi ek kisan ki beti thi jis ne tapper mara aab jai kangna hate speech krti hai punjabo k liye,Negative
"Bahut Sukun mila dil ko..

Is kutiya ko ek thappad un sare maa behno ke taraf se padna chahiye jinke baare me ye ghatiya aurat itni neech baat kahi thi .",Negative
"# I stand with Jai Jawaan, Jai  kisaan 🇮🇳🇮🇳🇮🇳",Positive
Vdia hoya 😂,Neutral
Good job 👍,Positive
Good job By CISF,Positive
"I can't understand how people are supporting this, whether you dislike or even hate Kangana Ranaut. 

The lady in question was in uniform, a CISF officer in charge of security of the nation and it's citizens and she assaults a fellow citizen, & MP of parliament, for voicing her opinion? This is an extremely serious delinquency of duty, and she should be permanently sacked and sent for mental evaluation.

Imagine if you go to the doctor for surgery and his or her political beliefs are different from yours, and the doctor purposely botches up your surgery or God forbid your parents' surgery just to get even. How would you feel?",Negative
Suspend that lady cisf immediately,Negative
Red topi vale ne black tshirt ladki ko mara vo nahi dikh rha kya kisi ko 😡😡😡😡,Negative
Good job to the CISF,Positive
🤣🤣🤣🤣🤣🤣🤣😂😂😂😂🤣🤣🤣🤣....at last something good happened,Positive
"Suspend hona tay tha isiliye nahi ki saamne waali politics me hain balki isliye ki aapne apni garima laangh di. Agar aap kisi bhi services me ho specially defence yaa civil + aap 'on duty' bhi ho uss samay aapse koi badtameezi kare toh action uss insaan ke khilaaf liya jaata hai (charges ke sath ki xyz ne 'on duty' waale ke sath harkate patki) lekin agar aap hi kisi ke sath aisa kar rahe toh phir aapko pata hona chahiye ki aapke khilaaf bhi action lena tay hai. Ye ghhatna se yehi saabit hota hai ki Kulvinder mam criticism face nahi kar sakti aur bahut hi short tempered lady lagrahi yaha.

Jo log comment section me aakar likh kar jaarhe ki sahi kiya! Bhai mam ko apni duty nibhani thi uniform me hain woh kamsekam isi wardi ki laaj rakhleti.",Negative
